Tool and replicate,FP_class (called more than 30% of features significant),% of significant features,Tool,normalized depth difference,geometric mean difference,mean depth across dataset,dataset
limma voom (TMM).654,FALSE,0,limma voom (TMM),0.015646132,0.030784754,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).664,FALSE,0.18492834,limma voom (TMM),0.036220474,0.058732822,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).674,FALSE,0.138696255,limma voom (TMM),0.021112003,0.024468993,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).684,TRUE,42.34858992,limma voom (TMM),0.167899584,0.00234829,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).694,FALSE,0,limma voom (TMM),0.130043293,0.020120954,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).704,FALSE,0,limma voom (TMM),0.042973409,0.037982204,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).717,FALSE,0,limma voom (TMM),0.008276652,0.017924192,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).724,FALSE,0.18492834,limma voom (TMM),0.039369629,0.030572701,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).734,FALSE,0,limma voom (TMM),0.04638828,0.014183793,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).744,FALSE,0,limma voom (TMM),0.0509968,0.017923133,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).754,FALSE,0,limma voom (TMM),0.033094154,0.021488073,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).764,FALSE,0,limma voom (TMM),0.002594887,0.015661528,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).774,FALSE,0,limma voom (TMM),0.011818154,0.018852385,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).784,TRUE,46.64817383,limma voom (TMM),0.061417867,0.056106713,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).794,FALSE,0,limma voom (TMM),0.075785239,0.052419892,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).804,TRUE,43.73555247,limma voom (TMM),0.044576011,0.023896428,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).817,TRUE,44.33656958,limma voom (TMM),0.025209849,0.009705799,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).824,FALSE,0.18492834,limma voom (TMM),0.073757075,0.05987298,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).834,FALSE,0.27739251,limma voom (TMM),0.056896536,0.023236578,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).844,FALSE,0,limma voom (TMM),0.02950283,0.019958979,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).854,FALSE,0,limma voom (TMM),0.066611793,0.018201568,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).864,FALSE,0,limma voom (TMM),0.050440456,0.007507806,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).874,TRUE,45.07628294,limma voom (TMM),0.064415481,0.010824926,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).884,FALSE,0,limma voom (TMM),0.033557082,0.025154074,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).894,FALSE,0,limma voom (TMM),0.070271622,0.001507934,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).904,FALSE,0,limma voom (TMM),0.024834109,0.037276513,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).917,FALSE,0,limma voom (TMM),0.021477363,0.031712098,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).924,TRUE,43.41192788,limma voom (TMM),0.123223929,0.020032478,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).934,TRUE,52.14979196,limma voom (TMM),0.012141996,0.057135756,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).944,TRUE,43.82801664,limma voom (TMM),0.078537895,0.005459132,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).954,TRUE,41.23901988,limma voom (TMM),0.19073044,0.023262664,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).964,FALSE,0,limma voom (TMM),0.090001069,0.041795622,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).974,FALSE,0,limma voom (TMM),0.015347201,0.000191364,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).984,FALSE,0.231160425,limma voom (TMM),0.021610221,0.00316128,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).994,FALSE,0.138696255,limma voom (TMM),0.174042201,0.020050171,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).1004,FALSE,0,limma voom (TMM),0.087536964,0.048352857,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).116,FALSE,0,limma voom (TMMWSP),0.008262121,0.025996968,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).216,FALSE,0,limma voom (TMMWSP),0.118632017,0.007291449,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).316,FALSE,0,limma voom (TMMWSP),0.004635507,0.022877922,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).416,FALSE,0,limma voom (TMMWSP),1.04E-05,0.007691459,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).516,FALSE,0,limma voom (TMMWSP),0.044542796,0.003039841,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).616,FALSE,0,limma voom (TMMWSP),0.21184867,0.016505981,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).716,FALSE,0,limma voom (TMMWSP),0.004104074,0.010619988,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).816,FALSE,0,limma voom (TMMWSP),0.028919499,0.035892184,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).916,FALSE,0,limma voom (TMMWSP),0.018313676,0.034520435,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).104,FALSE,0,limma voom (TMMWSP),0.024030732,0.018508807,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).117,FALSE,0,limma voom (TMMWSP),0.082461365,0.019636278,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).124,FALSE,0,limma voom (TMMWSP),0.001403315,0.031405327,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).134,FALSE,0,limma voom (TMMWSP),0.053261618,0.050230762,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).144,FALSE,0,limma voom (TMMWSP),0.001228939,0.014527208,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).154,FALSE,0,limma voom (TMMWSP),0.032398724,0.003380804,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).164,FALSE,0,limma voom (TMMWSP),0.04442447,0.049033346,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).174,FALSE,0,limma voom (TMMWSP),0.043942859,0.01402163,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).184,FALSE,0,limma voom (TMMWSP),0.075006773,0.021567216,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).194,FALSE,0,limma voom (TMMWSP),0.12891815,0.05711862,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).204,FALSE,0,limma voom (TMMWSP),0.048661401,0.004022381,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).217,FALSE,0,limma voom (TMMWSP),0.025541994,0.012601405,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).224,FALSE,0,limma voom (TMMWSP),0.006815212,0.039543158,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).234,FALSE,0,limma voom (TMMWSP),0.023997517,0.00223886,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).244,FALSE,0,limma voom (TMMWSP),0.179653385,0.01630064,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).254,FALSE,0,limma voom (TMMWSP),0.036311814,0.010342737,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).264,FALSE,0,limma voom (TMMWSP),0.08221018,0.012164647,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).274,FALSE,0,limma voom (TMMWSP),0.028084984,0.026317967,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).284,FALSE,0,limma voom (TMMWSP),0.0588126,0.006617364,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).294,FALSE,0,limma voom (TMMWSP),0.032369661,0.011917855,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).304,FALSE,0,limma voom (TMMWSP),0.030237702,0.034084314,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).317,FALSE,0,limma voom (TMMWSP),0.057473639,0.041788396,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).324,FALSE,0,limma voom (TMMWSP),0.029039902,0.036221151,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).334,FALSE,0,limma voom (TMMWSP),0.012920463,0.0436695,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).344,FALSE,0,limma voom (TMMWSP),0.129715299,0.033507489,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).354,FALSE,0,limma voom (TMMWSP),0.048161107,0.044166364,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).364,FALSE,0.046232085,limma voom (TMMWSP),0.092257583,0.019048994,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).374,FALSE,0,limma voom (TMMWSP),0.072953698,0.034900838,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).384,FALSE,0,limma voom (TMMWSP),0.041945833,0.03218489,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).394,FALSE,0,limma voom (TMMWSP),0.074803333,0.020591576,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).404,FALSE,0,limma voom (TMMWSP),0.059306667,0.00321086,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).417,FALSE,0,limma voom (TMMWSP),0.043625244,0.007703036,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).424,FALSE,0,limma voom (TMMWSP),0.002644709,0.004166187,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).434,FALSE,0,limma voom (TMMWSP),0.003003841,0.018323914,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).444,FALSE,0,limma voom (TMMWSP),0.209249631,0.046825993,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).454,FALSE,0,limma voom (TMMWSP),0.075255882,0.054882306,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).464,FALSE,0,limma voom (TMMWSP),0.037812697,0.023212462,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).474,FALSE,0,limma voom (TMMWSP),0.034098894,0.008185084,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).484,FALSE,0,limma voom (TMMWSP),0.091483269,0.017623006,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).494,FALSE,0,limma voom (TMMWSP),0.057324173,0.014726317,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).504,FALSE,0,limma voom (TMMWSP),0.006804832,0.006847048,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).517,FALSE,0,limma voom (TMMWSP),0.035388034,0.000875458,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).524,FALSE,0,limma voom (TMMWSP),0.040806159,0.03757538,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).534,FALSE,0,limma voom (TMMWSP),0.048640642,0.01177695,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).544,FALSE,0,limma voom (TMMWSP),0.101864894,0.035794479,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).554,FALSE,0,limma voom (TMMWSP),0.095743036,0.029341368,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).564,FALSE,0,limma voom (TMMWSP),0.199810469,0.014544893,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).574,FALSE,0,limma voom (TMMWSP),0.149058627,0.008991392,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).584,FALSE,0.046232085,limma voom (TMMWSP),0.004600216,0.029091779,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).594,FALSE,0,limma voom (TMMWSP),0.071741367,0.005812039,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).604,FALSE,0,limma voom (TMMWSP),0.008970006,0.024401342,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).617,FALSE,0,limma voom (TMMWSP),0.095078744,0.035680669,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).624,FALSE,0,limma voom (TMMWSP),0.04920529,0.009582283,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).634,FALSE,0,limma voom (TMMWSP),0.051017559,0.013322885,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).644,FALSE,0,limma voom (TMMWSP),0.071733063,0.01210201,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).654,FALSE,0,limma voom (TMMWSP),0.015646132,0.030784754,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).664,FALSE,0,limma voom (TMMWSP),0.036220474,0.058732822,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).674,FALSE,0,limma voom (TMMWSP),0.021112003,0.024468993,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).684,FALSE,0,limma voom (TMMWSP),0.167899584,0.00234829,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).694,FALSE,0,limma voom (TMMWSP),0.130043293,0.020120954,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).704,FALSE,0,limma voom (TMMWSP),0.042973409,0.037982204,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).717,FALSE,0,limma voom (TMMWSP),0.008276652,0.017924192,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).724,FALSE,0,limma voom (TMMWSP),0.039369629,0.030572701,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).734,FALSE,0,limma voom (TMMWSP),0.04638828,0.014183793,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).744,FALSE,0,limma voom (TMMWSP),0.0509968,0.017923133,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).754,FALSE,0,limma voom (TMMWSP),0.033094154,0.021488073,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).764,FALSE,0,limma voom (TMMWSP),0.002594887,0.015661528,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).774,FALSE,0,limma voom (TMMWSP),0.011818154,0.018852385,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).784,FALSE,0,limma voom (TMMWSP),0.061417867,0.056106713,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).794,FALSE,0,limma voom (TMMWSP),0.075785239,0.052419892,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).804,FALSE,0,limma voom (TMMWSP),0.044576011,0.023896428,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).817,FALSE,0,limma voom (TMMWSP),0.025209849,0.009705799,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).824,FALSE,0,limma voom (TMMWSP),0.073757075,0.05987298,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).834,FALSE,0,limma voom (TMMWSP),0.056896536,0.023236578,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).844,FALSE,0,limma voom (TMMWSP),0.02950283,0.019958979,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).854,FALSE,0,limma voom (TMMWSP),0.066611793,0.018201568,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).864,FALSE,0,limma voom (TMMWSP),0.050440456,0.007507806,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).874,FALSE,0,limma voom (TMMWSP),0.064415481,0.010824926,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).884,FALSE,0,limma voom (TMMWSP),0.033557082,0.025154074,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).894,FALSE,0,limma voom (TMMWSP),0.070271622,0.001507934,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).904,FALSE,0,limma voom (TMMWSP),0.024834109,0.037276513,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).917,FALSE,0,limma voom (TMMWSP),0.021477363,0.031712098,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).924,FALSE,0,limma voom (TMMWSP),0.123223929,0.020032478,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).934,FALSE,0,limma voom (TMMWSP),0.012141996,0.057135756,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).944,FALSE,0.046232085,limma voom (TMMWSP),0.078537895,0.005459132,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).954,FALSE,0,limma voom (TMMWSP),0.19073044,0.023262664,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).964,FALSE,0,limma voom (TMMWSP),0.090001069,0.041795622,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).974,FALSE,0,limma voom (TMMWSP),0.015347201,0.000191364,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).984,FALSE,0,limma voom (TMMWSP),0.021610221,0.00316128,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).994,FALSE,0,limma voom (TMMWSP),0.174042201,0.020050171,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMMWSP).1004,FALSE,0,limma voom (TMMWSP),0.087536964,0.048352857,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).118,FALSE,0,Wilcoxon (CLR),0.040025653,0.001307675,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).218,FALSE,0,Wilcoxon (CLR),0.018713189,0.000530801,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).318,FALSE,0,Wilcoxon (CLR),0.007153773,0.00161708,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).418,FALSE,0,Wilcoxon (CLR),0.091317628,0.00076492,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).518,FALSE,0,Wilcoxon (CLR),0.06555717,0.000419938,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).618,FALSE,0,Wilcoxon (CLR),0.053355378,0.000604576,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).718,FALSE,0,Wilcoxon (CLR),0.117174526,0.00016185,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).818,FALSE,0,Wilcoxon (CLR),0.004467701,0.00023146,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).918,FALSE,0,Wilcoxon (CLR),0.000208395,0.001193622,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).105,FALSE,0,Wilcoxon (CLR),0.014900863,0.000242752,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).119,FALSE,0,Wilcoxon (CLR),0.046356329,0.000188966,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).125,FALSE,0,Wilcoxon (CLR),0.03723811,0.000358214,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).135,FALSE,0,Wilcoxon (CLR),0.085132032,0.000605034,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).145,FALSE,0,Wilcoxon (CLR),0.04466485,0.001597016,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).155,FALSE,0,Wilcoxon (CLR),0.031624446,0.000556223,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).165,FALSE,0,Wilcoxon (CLR),0.022791355,9.80E-05,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).175,FALSE,0,Wilcoxon (CLR),0.006520621,9.18E-05,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).185,FALSE,0,Wilcoxon (CLR),0.009042325,0.000479578,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).195,FALSE,0,Wilcoxon (CLR),0.00356871,1.55E-05,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).205,FALSE,0,Wilcoxon (CLR),0.012894066,0.000471408,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).219,FALSE,0,Wilcoxon (CLR),0.004741088,0.000745062,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).225,FALSE,0,Wilcoxon (CLR),0.015142383,0.000811517,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).235,FALSE,0,Wilcoxon (CLR),0.006318516,0.00085774,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).245,FALSE,0,Wilcoxon (CLR),0.004785535,0.000259442,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).255,FALSE,0,Wilcoxon (CLR),0.098111217,0.000731155,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).265,FALSE,0,Wilcoxon (CLR),0.049496928,0.000937075,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).275,FALSE,0,Wilcoxon (CLR),0.04525691,1.09E-05,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).285,FALSE,0,Wilcoxon (CLR),0.022791355,0.000357802,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).295,FALSE,0,Wilcoxon (CLR),0.066546731,0.00034315,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).305,FALSE,0,Wilcoxon (CLR),0.052203964,0.000126204,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).319,FALSE,0,Wilcoxon (CLR),0.103726557,0.000130494,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).325,FALSE,0,Wilcoxon (CLR),0.016861535,0.000466329,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).335,FALSE,0,Wilcoxon (CLR),0.124757248,1.61E-05,8280.887153,Built - Office
 Mean Depth: 8281,,,,,,,
Wilcoxon (CLR).345,FALSE,0,Wilcoxon (CLR),0.052920977,0.000722586,8280.887153,Built - Office
