Tool and replicate,FP_class (called more than 30% of features significant),% of significant features,Tool,normalized depth difference,geometric mean difference,mean depth across dataset,dataset
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).636,FALSE,0,Wilcoxon (CLR),0.084584514,0.006060692,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).646,FALSE,0,Wilcoxon (CLR),0.026886129,0.007665417,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).656,FALSE,0,Wilcoxon (CLR),0.055026955,0.005147138,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).666,FALSE,0,Wilcoxon (CLR),0.032217806,0.005013704,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).676,FALSE,0,Wilcoxon (CLR),0.048187473,0.004631639,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).686,FALSE,0,Wilcoxon (CLR),0.057432827,0.008381078,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).696,FALSE,0,Wilcoxon (CLR),0.01923193,0.001113037,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).706,FALSE,0,Wilcoxon (CLR),0.001710187,0.00116578,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).7110,FALSE,0,Wilcoxon (CLR),0.025912436,0.005103028,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).726,FALSE,0,Wilcoxon (CLR),0.029375351,0.001569625,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).736,TRUE,41.19776242,Wilcoxon (CLR),0.086378917,0.015221286,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).746,FALSE,0,Wilcoxon (CLR),0.035228691,0.008274891,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).756,FALSE,0,Wilcoxon (CLR),0.003815283,0.008003023,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).766,FALSE,0,Wilcoxon (CLR),0.039646391,0.011621787,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).776,FALSE,0,Wilcoxon (CLR),0.034437608,0.004372067,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).786,FALSE,0,Wilcoxon (CLR),0.046169187,0.003297407,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).796,FALSE,0,Wilcoxon (CLR),0.037473856,0.00062571,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).806,FALSE,0,Wilcoxon (CLR),0.004344669,0.000715287,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).8110,FALSE,0,Wilcoxon (CLR),0.031998649,0.000464295,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).826,FALSE,0,Wilcoxon (CLR),0.00356477,0.000502284,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).836,FALSE,0,Wilcoxon (CLR),0.006649551,0.001972682,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).846,FALSE,0,Wilcoxon (CLR),0.042810259,0.005403763,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).856,FALSE,0,Wilcoxon (CLR),0.012245921,0.00092855,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).866,FALSE,0,Wilcoxon (CLR),0.032684015,0.011933796,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).876,FALSE,0,Wilcoxon (CLR),0.064226773,0.000701897,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).886,FALSE,0,Wilcoxon (CLR),0.026742599,0.005073985,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).896,FALSE,0,Wilcoxon (CLR),0.005360902,2.91E-05,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).906,FALSE,0,Wilcoxon (CLR),0.052805423,0.001131854,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).9110,FALSE,0,Wilcoxon (CLR),0.089665678,0.005927647,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).926,FALSE,0,Wilcoxon (CLR),0.048111846,0.000414182,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).936,FALSE,0,Wilcoxon (CLR),0.008757643,0.00062004,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).946,FALSE,0,Wilcoxon (CLR),0.002014424,0.006159981,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).956,FALSE,0,Wilcoxon (CLR),0.072333002,0.012042612,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).966,FALSE,0,Wilcoxon (CLR),0.003997893,0.000744767,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).976,FALSE,0,Wilcoxon (CLR),0.065293269,0.007541282,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).986,FALSE,0,Wilcoxon (CLR),0.043063769,0.005260035,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).996,FALSE,0,Wilcoxon (CLR),0.0136781,0.002743899,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).1006,FALSE,0,Wilcoxon (CLR),0.087151093,0.000173502,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).120,FALSE,0,limma voom (TMM),0.045947034,0.005709005,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).220,FALSE,0,limma voom (TMM),0.029498244,0.005670699,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).320,FALSE,0.164527805,limma voom (TMM),0.007313014,0.003229292,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).420,TRUE,69.46363936,limma voom (TMM),0.039575491,0.002429207,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).520,TRUE,3.78413952,limma voom (TMM),0.009785059,0.005429412,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).620,TRUE,4.73840079,limma voom (TMM),0.040560367,0.005866476,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).720,FALSE,0.065811122,limma voom (TMM),0.03107868,0.007812322,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).820,FALSE,0.164527805,limma voom (TMM),0.102990143,0.013226956,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).920,TRUE,51.56301415,limma voom (TMM),0.048040946,0.006039088,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).106,FALSE,0,limma voom (TMM),0.008163813,0.001235614,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).1110,FALSE,0,limma voom (TMM),0.06397453,0.011388427,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).126,TRUE,14.67588022,limma voom (TMM),0.003002297,0.007358624,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).136,FALSE,0,limma voom (TMM),0.016189689,0.009411291,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).146,FALSE,0.032905561,limma voom (TMM),0.045814688,0.003089712,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).156,FALSE,0.197433366,limma voom (TMM),0.076764882,0.00828071,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).166,FALSE,0,limma voom (TMM),0.02508354,0.005803851,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).176,FALSE,0,limma voom (TMM),0.066517475,0.009510801,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).186,FALSE,0.098716683,limma voom (TMM),0.023008535,0.001068334,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).196,FALSE,0,limma voom (TMM),0.04197191,0.006708038,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).206,TRUE,26.81803225,limma voom (TMM),0.080234254,0.010676284,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).2110,TRUE,56.89371504,limma voom (TMM),0.027371245,0.002179223,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).226,FALSE,0.032905561,limma voom (TMM),0.005956461,0.002329175,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).236,FALSE,0,limma voom (TMM),0.002249027,0.003983589,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).246,TRUE,0.592300099,limma voom (TMM),0.08004046,0.011957603,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).256,FALSE,0.032905561,limma voom (TMM),0.001938797,0.005317935,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).266,FALSE,0,limma voom (TMM),0.083242142,0.014871926,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).276,FALSE,0.032905561,limma voom (TMM),0.03600859,0.006987953,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).286,TRUE,27.60776571,limma voom (TMM),0.023783707,0.006451193,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).296,FALSE,0,limma voom (TMM),0.048849206,0.000997665,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).306,FALSE,0.032905561,limma voom (TMM),0.083524012,0.010304387,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).3110,FALSE,0.131622244,limma voom (TMM),0.023930234,0.000965531,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).326,FALSE,0,limma voom (TMM),0.054650552,0.012262842,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).336,FALSE,0.065811122,limma voom (TMM),0.007440634,0.000472321,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).346,TRUE,51.03652517,limma voom (TMM),0.076150416,0.00113205,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).356,FALSE,0,limma voom (TMM),0.055647878,0.00286864,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).366,FALSE,0.032905561,limma voom (TMM),0.018002998,0.001739979,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).376,TRUE,22.73774268,limma voom (TMM),0.029744031,0.004344544,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).386,FALSE,0,limma voom (TMM),0.070842373,0.00065741,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).396,FALSE,0.032905561,limma voom (TMM),0.012167298,0.000156661,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).406,FALSE,0.032905561,limma voom (TMM),0.087515046,0.007400697,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).4110,FALSE,0,limma voom (TMM),0.058538867,0.004775927,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).426,FALSE,0,limma voom (TMM),0.065123109,0.013143837,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).436,TRUE,16.12372491,limma voom (TMM),0.006479391,0.000849025,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).446,FALSE,0,limma voom (TMM),0.04205699,0.010583511,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).456,TRUE,0.592300099,limma voom (TMM),0.045460188,0.00934387,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).466,FALSE,0,limma voom (TMM),0.023514288,0.004570862,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).476,FALSE,0.032905561,limma voom (TMM),0.099433962,0.012995233,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).486,FALSE,0,limma voom (TMM),0.016558368,0.003445687,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).496,FALSE,0,limma voom (TMM),0.012642961,0.003294465,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).506,TRUE,1.776900296,limma voom (TMM),0.107379484,0.0132124,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).5110,FALSE,0.065811122,limma voom (TMM),0.043134669,0.001613745,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).526,FALSE,0,limma voom (TMM),0.023051075,0.00614658,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).536,FALSE,0.065811122,limma voom (TMM),0.026257483,0.005735366,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).546,TRUE,7.337940112,limma voom (TMM),0.034650308,0.005331043,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).556,FALSE,0.065811122,limma voom (TMM),0.039859091,0.010243759,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).566,TRUE,4.705495229,limma voom (TMM),0.003624486,0.000687611,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).576,TRUE,1.743994735,limma voom (TMM),0.033492275,0.000980873,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).586,FALSE,0,limma voom (TMM),0.022951815,0.00283682,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).596,TRUE,0.691016782,limma voom (TMM),0.071288409,0.005287706,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).606,FALSE,0,limma voom (TMM),0.025948519,0.002234402,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).6110,FALSE,0.263244488,limma voom (TMM),0.043905115,0.000119301,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).626,TRUE,6.02171767,limma voom (TMM),0.049662192,0.005745392,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).636,TRUE,54.9851925,limma voom (TMM),0.084584514,0.006060692,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).646,FALSE,0,limma voom (TMM),0.026886129,0.007665417,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).656,FALSE,0,limma voom (TMM),0.055026955,0.005147138,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).666,FALSE,0,limma voom (TMM),0.032217806,0.005013704,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).676,FALSE,0,limma voom (TMM),0.048187473,0.004631639,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).686,FALSE,0.296150049,limma voom (TMM),0.057432827,0.008381078,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).696,FALSE,0.065811122,limma voom (TMM),0.01923193,0.001113037,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).706,FALSE,0.131622244,limma voom (TMM),0.001710187,0.00116578,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).7110,FALSE,0,limma voom (TMM),0.025912436,0.005103028,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).726,FALSE,0,limma voom (TMM),0.029375351,0.001569625,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).736,FALSE,0.032905561,limma voom (TMM),0.086378917,0.015221286,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).746,FALSE,0,limma voom (TMM),0.035228691,0.008274891,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).756,TRUE,2.040144784,limma voom (TMM),0.003815283,0.008003023,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).766,FALSE,0.065811122,limma voom (TMM),0.039646391,0.011621787,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).776,TRUE,1.743994735,limma voom (TMM),0.034437608,0.004372067,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).786,FALSE,0.098716683,limma voom (TMM),0.046169187,0.003297407,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).796,FALSE,0.032905561,limma voom (TMM),0.037473856,0.00062571,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).806,FALSE,0,limma voom (TMM),0.004344669,0.000715287,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).8110,FALSE,0.164527805,limma voom (TMM),0.031998649,0.000464295,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).826,TRUE,2.467917078,limma voom (TMM),0.00356477,0.000502284,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).836,FALSE,0,limma voom (TMM),0.006649551,0.001972682,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).846,TRUE,0.32905561,limma voom (TMM),0.042810259,0.005403763,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).856,FALSE,0,limma voom (TMM),0.012245921,0.00092855,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).866,FALSE,0.164527805,limma voom (TMM),0.032684015,0.011933796,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).876,FALSE,0.065811122,limma voom (TMM),0.064226773,0.000701897,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).886,FALSE,0,limma voom (TMM),0.026742599,0.005073985,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).896,FALSE,0,limma voom (TMM),0.005360902,2.91E-05,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).906,FALSE,0,limma voom (TMM),0.052805423,0.001131854,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).9110,FALSE,0.263244488,limma voom (TMM),0.089665678,0.005927647,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).926,FALSE,0.032905561,limma voom (TMM),0.048111846,0.000414182,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).936,TRUE,10.16781836,limma voom (TMM),0.008757643,0.00062004,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).946,FALSE,0.098716683,limma voom (TMM),0.002014424,0.006159981,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).956,FALSE,0,limma voom (TMM),0.072333002,0.012042612,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).966,FALSE,0,limma voom (TMM),0.003997893,0.000744767,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).976,TRUE,1.217505758,limma voom (TMM),0.065293269,0.007541282,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).986,TRUE,28.33168806,limma voom (TMM),0.043063769,0.005260035,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).996,FALSE,0.098716683,limma voom (TMM),0.0136781,0.002743899,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMM).1006,TRUE,60.74366568,limma voom (TMM),0.087151093,0.000173502,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).120,TRUE,30.47054952,limma voom (TMMWSP),0.045947034,0.005709005,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).220,FALSE,0,limma voom (TMMWSP),0.029498244,0.005670699,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).320,FALSE,0.131622244,limma voom (TMMWSP),0.007313014,0.003229292,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).420,FALSE,0,limma voom (TMMWSP),0.039575491,0.002429207,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).520,FALSE,0,limma voom (TMMWSP),0.009785059,0.005429412,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).620,TRUE,2.270483712,limma voom (TMMWSP),0.040560367,0.005866476,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).720,TRUE,26.39025995,limma voom (TMMWSP),0.03107868,0.007812322,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).820,TRUE,22.01382034,limma voom (TMMWSP),0.102990143,0.013226956,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).920,FALSE,0,limma voom (TMMWSP),0.048040946,0.006039088,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).106,FALSE,0,limma voom (TMMWSP),0.008163813,0.001235614,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).1110,TRUE,17.50575847,limma voom (TMMWSP),0.06397453,0.011388427,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).126,FALSE,0.032905561,limma voom (TMMWSP),0.003002297,0.007358624,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).136,FALSE,0.230338927,limma voom (TMMWSP),0.016189689,0.009411291,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).146,TRUE,0.361961171,limma voom (TMMWSP),0.045814688,0.003089712,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).156,FALSE,0,limma voom (TMMWSP),0.076764882,0.00828071,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).166,TRUE,8.522540309,limma voom (TMMWSP),0.02508354,0.005803851,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).176,FALSE,0.065811122,limma voom (TMMWSP),0.066517475,0.009510801,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).186,FALSE,0,limma voom (TMMWSP),0.023008535,0.001068334,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).196,FALSE,0.032905561,limma voom (TMMWSP),0.04197191,0.006708038,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).206,TRUE,20.76340902,limma voom (TMMWSP),0.080234254,0.010676284,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).2110,FALSE,0,limma voom (TMMWSP),0.027371245,0.002179223,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).226,TRUE,0.394866732,limma voom (TMMWSP),0.005956461,0.002329175,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).236,FALSE,0,limma voom (TMMWSP),0.002249027,0.003983589,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).246,FALSE,0,limma voom (TMMWSP),0.08004046,0.011957603,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).256,FALSE,0,limma voom (TMMWSP),0.001938797,0.005317935,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).266,FALSE,0,limma voom (TMMWSP),0.083242142,0.014871926,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).276,FALSE,0.032905561,limma voom (TMMWSP),0.03600859,0.006987953,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).286,FALSE,0,limma voom (TMMWSP),0.023783707,0.006451193,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).296,TRUE,0.822639026,limma voom (TMMWSP),0.048849206,0.000997665,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).306,FALSE,0,limma voom (TMMWSP),0.083524012,0.010304387,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).3110,FALSE,0,limma voom (TMMWSP),0.023930234,0.000965531,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).326,TRUE,58.63770977,limma voom (TMMWSP),0.054650552,0.012262842,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).336,FALSE,0,limma voom (TMMWSP),0.007440634,0.000472321,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).346,FALSE,0.098716683,limma voom (TMMWSP),0.076150416,0.00113205,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).356,FALSE,0,limma voom (TMMWSP),0.055647878,0.00286864,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).366,FALSE,0,limma voom (TMMWSP),0.018002998,0.001739979,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).376,FALSE,0.197433366,limma voom (TMMWSP),0.029744031,0.004344544,5531.366013,Human - C.diff (1)
